company rank revenue profit num. of employees
Paramount_Global 116 29579 4543 25115
US_Foods_Holding 117 29487 164 28000
Danaher 118 29453 6433 79000
Jabil 119 29285 696 238000
Starbucks 120 29060.6 4199.3 383000
Mondelez_International 121 28720 4300 79000
Eli_Lilly 122 28318.4 5581.7 35238
Hewlett_Packard_Enterprise 123 27784 3427 60400
D.R._Horton 124 27774.2 4175.8 11788
Molina_Healthcare 125 27771 659 14000
CBRE_Group 126 27746 1836.6 105000
Micron_Technology 127 27705 5861 43000
Broadcom 128 27450 6736 20000
Gilead_Sciences 129 27305 6225 14400
PBF_Energy 130 27253.4 231 3418
Lennar 131 27130.7 4430.1 10753
United_Natural_Foods 132 26992 149 28300
NRG_Energy 133 26989 2187 6635
Nvidia 134 26914 9752 22473
Occidental_Petroleum 135 26772 2322 11678
Salesforce 136 26492 1444 73541
Dollar_Tree 137 26321.2 1327.9 136226
KKR 138 26141.3 4666.5 3238
Kraft_Heinz 139 26042 1012 36000
Amgen 140 25979 5893 24200
AutoNation 141 25844 1373 22200
Penske_Automotive_Group 142 25554.7 1187.8 24797
PayPal 143 25371 4169 30900
Macy's 144 25292 1430 88857
Duke_Energy 145 24677 3908 27605
United_Airlines_Holdings 146 24634 -1964 84100
Visa 147 24105 12311 21500
Rite_Aid 148 24043.4 -90.9 50000
Cummins 149 24021 2131 59900
U.S._Bancorp 150 23714 7963 68796
Paccar 151 23522.3 1852.1 28500
McDonald's 152 23222.9 7545.2 200000
Southern 153 23113 2393 27164
C.H._Robinson_Worldwide 154 23102.1 844.2 16877
Truist_Financial 155 23064 6440 51462
Applied_Materials 156 23063 5888 27000
Freeport-McMoRan 157 22845 4306 24700
Lithia_Motors 158 22831.7 1060 21150
Blackstone 159 22577.1 5857.4 3795
Hartford_Financial_Services_Group 160 22390 2365 18100
Aflac 161 22106 4325 12447
Whirlpool 162 21985 1783 69000
Union_Pacific 163 21804 6523 32124
International_Paper 164 21780 1752 38200
Altria_Group 165 21111 2475 6000
CDW 166 20820.8 988.6 13900
ManpowerGroup 167 20724.4 382.4 30000
PG&E 168 20642 -102 26000
Carrier_Global 169 20613 1664 58000
Baker_Hughes 170 20502 -219 54000
Cleveland-Cliffs 171 20444 2988 26000
United_States_Steel 172 20275 4174 24540
Becton_Dickinson 173 20248 2092 75000
CarMax 174 20092.1 746.9 26889
Sherwin-Williams 175 19944.6 1864.4 61626
Builders_FirstSource 176 19893.9 1725.4 28000
Marsh_&_McLennan 177 19820 3143 83000
PNC_Financial_Services_Group 178 19698 5674 58547
Lumen_Technologies 179 19687 2033 36000
Avnet 180 19534.7 193.1 14500
Tenet_Healthcare 181 19485 914 88968
Kimberly-Clark 182 19440 1814 45000
Kohl's 183 19433 938 67000
BlackRock 184 19374 5901 18400
Jones_Lang_LaSalle 185 19367 961.6 98200
Lear 186 19263.1 373.9 160100
Lincoln_National 187 19230 1405 10848
Charles_Schwab 188 18996 5855 33400
Ross_Stores 189 18916.2 1722.6 100000
Mastercard 190 18884 8687 24000
Genuine_Parts 191 18870.5 898.8 52000
WestRock 192 18746.1 838.3 49900
EOG_Resources 193 18642 4664 2800
Cognizant_Technology_Solutions 194 18507 2137 330600
Moderna 195 18471 12202 2700
Steel_Dynamics 196 18408.9 3214.1 10640
HF_Sinclair 197 18389.1 558.3 4208
Texas_Instruments 198 18344 7769 31000
Emerson_Electric 199 18236 2303 86700
WESCO_International 200 18217.5 465.4 18000
General_Mills 201 18127 2339.8 35000
Tenneco 202 18035 35 71000
Waste_Management 203 17931 1816 48500
Viatris 204 17886.3 -1269.1 37000
DISH_Network 205 17881.1 2410.6 14500
L3Harris_Technologies 206 17814 1846 47000
DXC_Technology 207 17729 -149 134000
Block 208 17661.2 166.3 8521
Goodyear_Tire_&_Rubber 209 17478 764 72000
Uber_Technologies 210 17455 -496 29300
Colgate-Palmolive 211 17421 2166 33800
Stanley_Black_&_Decker 212 17252.7 1689.2 71300
DuPont 213 17160 6467 28000
Stryker 214 17108 1994 46000
NextEra_Energy 215 17069 3573 15000
Targa_Resources 216 16949.8 71.2 2430
Western_Digital 217 16922 821 65600
PPG_Industries 218 16802 1439 49300
American_Electric_Power 219 16792 2488.1 16688
Gap 220 16670 256 97000
BJ&#8217;s_Wholesale_Club 221 16667.3 426.7 34000
Reinsurance_Group_of_America 222 16658 617 3500
Kinder_Morgan 223 16610 1784 10529
Oneok 224 16540.3 1499.7 2847
Expeditors_Intl._of_Washington 225 16523.5 1415.5 19070
Advanced_Micro_Devices 226 16434 3162 15500
Fiserv 227 16226 1334 44000
Estée_Lauder 228 16215 2870 53320
Bank_of_New_York_Mellon 229 16158 3759 49100
Laboratory_Corp._of_America 230 16120.9 2377.3 71725
Regeneron_Pharmaceuticals 231 16071.7 8075.3 10368
Land_O'Lakes 232 15916.4 287.4 9000
Cheniere_Energy 233 15864 -2343 1550
Southwest_Airlines 234 15790 977 55093
Adobe 235 15785 4822 25988
Synchrony_Financial 236 15752 4221 18000
Corteva 237 15655 1759 21000
Fidelity_National_Financial 238 15643 2422 28290
DTE_Energy 239 15369 907 10300
Murphy_USA 240 15318.8 396.9 10430
Halliburton 241 15295 1457 40000
Automatic_Data_Processing 242 15005.4 2598.5 56000
Edison_International 243 14905 759 13003
BorgWarner 244 14838 537 49300
Nordstrom 245 14789 178 72000
Loews 246 14657 1578 10340
Guardian_Life_Ins._Co._of_America 247 14647.8 288.8 9150
Pioneer_Natural_Resources 248 14643 2118 1932
AutoZone 249 14629.6 2170.3 85050
Lam_Research 250 14626.2 3908.5 14100
American_Family_Insurance_Group 251 14611.9 734.5 13590
Illinois_Tool_Works 252 14455 2694 45000
Parker-Hannifin 253 14347.6 1746.1 54640
Otis_Worldwide 254 14298 1246 70000
Omnicom_Group 255 14289.4 1407.8 71700
Principal_Financial 256 14262.7 1710.6 18600
Dominion_Energy 257 14218 3288 17100
Kellogg 258 14181 1488 31000
Fluor 259 14156.8 -440.2 40582
AECOM 260 14112.4 173.2 51000
Reliance_Steel_&_Aluminum 261 14093.3 1413 13950
Jacobs_Engineering_Group 262 14092.6 477 53500
Corning 263 14082 1906 61200
Farmers_Insurance_Exchange 264 14055 -366.8 11787
Qurate_Retail 265 14044 340 26745
Pacific_Life 266 13936 1102 3861
PulteGroup 267 13926.9 1946.3 6182
Fidelity_National_Information_Services 268 13877 417 65000
IQVIA_Holdings 269 13874 966 79000
Marriott_International 270 13857 1099 120000
Berry_Global_Group 271 13850 733 47000
Ball 272 13811 878 24300
Group_1_Automotive 273 13801.7 552.1 13711
Leidos_Holdings 274 13737 753 43000
Wayfair 275 13708 -131 16681
Consolidated_Edison 276 13676 1346 13871
Ameriprise_Financial 277 13443 2760 12000
Xcel_Energy 278 13431 1597 11321
O'Reilly_Automotive 279 13327.6 2164.7 76158
Global_Partners 280 13248.3 60.8 2960
Discover_Financial_Services 281 13221 5449 16700
Rocket_Companies 282 13175.6 308.2 26000
LKQ 283 13088.5 1090.9 46000
W.W._Grainger 284 13022 1043 23450
Quanta_Services 285 12980.2 486 43700
Crown_Holdings 286 12979 -560 26000
Fox 287 12909 2150 9000
Sempra 288 12857 1317 15390
Markel 289 12846.4 2425 20300
Carvana 290 12814 -135 21000
XPO_Logistics 291 12806 336 44700
Baxter_International 292 12784 1284 60000
Ecolab 293 12733.1 1129.9 47000
Tractor_Supply 294 12731.1 997.1 34000
Andersons 295 12728.8 104 2334
Keurig_Dr_Pepper 296 12683 2146 27500
Universal_Health_Services 297 12642.1 991.6 78850
CSX 298 12522 3781 20919
Henry_Schein 299 12401 631.2 21600
Sonic_Automotive 300 12396.4 348.9 10200
eBay 301 12394 13608 10800
Textron 302 12382 746 33000
Jones_Financial_(Edward_Jones) 303 12373 1605 50000
Community_Health_Systems 304 12368 230 58500
Mosaic 305 12357.4 1630.6 12525
Thor_Industries 306 12317.4 659.9 31000
Dick's_Sporting_Goods 307 12293.4 1519.9 34300
Newmont 308 12222 1166 14400
Devon_Energy 309 12206 2813 1600
Warner_Bros._Discovery 310 12191 1006 11000
J.B._Hunt_Transport_Services 311 12168.3 760.8 33045
Alcoa 312 12152 429 12200
Peter_Kiewit_Sons' 313 12149 753 28800
Aramark 314 12096 -90.8 248300
Vistra 315 12077 -1274 5060
State_Street 316 12030 2693 38784
Unum_Group 317 12013.8 824.2 10200
Alleghany 318 12004.1 1034.9 13313
Boston_Scientific 319 11888 1041 41000
Westlake 320 11778 2015 14550
Entergy 321 11742.9 1118.5 12369
International_Flavors_&_Fragrances 322 11656 270 24000
DaVita 323 11618.8 978.5 69000
Mutual_of_Omaha_Insurance 324 11459.3 579 5739
Assurant 325 11410 1372.4 15600
Liberty_Media 326 11400 398 6886
Hormel_Foods 327 11386.2 908.8 20000
Icahn_Enterprises 328 11328 -518 19536
Republic_Services 329 11295 1290.4 35000
Mohawk_Industries 330 11200.6 1033.2 43000
Conagra_Brands 331 11184.7 1298.8 18600
Norfolk_Southern 332 11142 3005 18100
AES 333 11141 -409 8450
AGCO 334 11138.3 897 23300
Caesars_Entertainment 335 11110 -1019 49000
Equitable_Holdings 336 11036 -439 10000
Advance_Auto_Parts 337 10998 616.1 54500
Biogen 338 10981.7 1556.1 9610
Auto-Owners_Insurance 339 10980.2 1318.4 6441
Booking_Holdings 340 10958 1165 20199
Amphenol 341 10876.3 1590.8 90000
Quest_Diagnostics 342 10788 1995 44500
FirstEnergy 343 10758 1283 12395
DCP_Midstream 344 10707 391 1788
Ally_Financial 345 10690 3060 10500
Delek_US_Holdings 346 10648.2 -203.5 3312
Williams 347 10627 1517 4783
Newell_Brands 348 10589 572 32000
Eastman_Chemical 349 10476 857 14000
Air_Products_&_Chemicals 350 10323 2099.1 20750
Thrivent_Financial_for_Lutherans 351 10312.7 2530.2 3256
Molson_Coors_Beverage 352 10279.7 1005.7 16300
Interpublic_Group 353 10240.7 952.8 55600
Weyerhaeuser 354 10201 2607 9214
Altice_USA 355 10090.8 990.3 9000
Raymond_James_Financial 356 9910 1403 15000
EMCOR_Group 357 9903.6 383.5 34000
Eversource_Energy 358 9863.1 1220.5 9227
Yum_China_Holdings 359 9853 990 298500
Asbury_Automotive_Group 360 9837.7 532.4 14200
Owens_&_Minor 361 9785.3 221.6 17300
Public_Service_Enterprise_Group 362 9722 -648 12684
United_Rentals 363 9716 1386 20400
MGM_Resorts_International 364 9680.1 1254.4 60500
Ryder_System 365 9663 519 42800
Intuit 366 9633 2062 17350
Cincinnati_Financial 367 9629.7 2945.6 5166
Erie_Insurance_Group 368 9619.7 1130.1 5805
Univar_Solutions 369 9535.5 460.6 9450
Huntington_Ingalls_Industries 370 9524 544 44000
W.R._Berkley 371 9455.5 1022.5 7681
Western_&_Southern_Financial_Group 372 9441.7 361.2 2538
Insight_Enterprises 373 9436.1 219.3 11624
News_Corp. 374 9358 330 24000
American_Tower 375 9356.9 2567.7 6378
Old_Republic_International 376 9341.6 1534.3 9600
Burlington_Stores 377 9322.3 408.8 38599
Avis_Budget_Group 378 9313 1285 18500
ODP 379 9267 -208 26000
VF_Corp. 380 9238.8 407.9 33600
Bed_Bath_&_Beyond 381 9233 -150.8 37600
Seaboard 382 9229 570 13200
First_American_Financial 383 9221 1241 22233
Intercontinental_Exchange 384 9168 4058 8858
PVH 385 9154.7 952.3 25000
Apollo_Global_Management 386 9124 1838.5 2153
Jefferies_Financial_Group 387 9039.9 1674.4 5556
Hershey 388 8971.3 1477.5 17805
NVR 389 8970.1 1236.7 6600
Foot_Locker 390 8958 893 33244
Dana 391 8945 197 40200
SpartanNash 392 8931 73.8 13300
Olin 393 8910.6 1296.7 7750
Chewy 394 8890.8 -73.8 21300
Jackson_Financial 395 8848 3183 3150
Activision_Blizzard 396 8803 2699 9800
Toll_Brothers 397 8790.4 833.6 5100
Carlyle_Group 398 8782.1 2974.7 1850
Graybar_Electric 399 8767.3 262.4 8800
Ovintiv 400 8658 1416 1713
UFP_Industries 401 8636.1 535.6 15000
Ulta_Beauty 402 8630.9 985.8 28500
Constellation_Brands 403 8614.9 1998 9300
Expedia_Group 404 8598 12 14800
CommScope_Holding 405 8586.7 -462.6 30000
Celanese 406 8537 1890 8529
Global_Payments 407 8523.8 965.5 25000
Owens_Corning 408 8498 995 20000
Campbell_Soup 409 8476 1002 14100
Huntsman 410 8453 1045 9000
Franklin_Resources 411 8425.5 1831.2 10300
Avery_Dennison 412 8408.3 740.1 36000
Masco 413 8375 410 20000
CenterPoint_Energy 414 8352 1486 9418
Fifth_Third_Bancorp 415 8329 2770 19112
WEC_Energy_Group 416 8316 1300.3 6938
S&P_Global 417 8297 3024 22850
FM_Global 418 8274.6 2842.4 5560
Polaris 419 8252 493.9 16000
Williams-Sonoma 420 8245.9 1126.3 16600
Autoliv 421 8230 435 58176
Arthur_J._Gallagher 422 8209.4 906.8 39000
Motorola_Solutions 423 8171 1245 18700
Zillow_Group 424 8147.4 -527.8 8005
Opendoor_Technologies 425 8021 -662 2816
J.M._Smucker 426 8002.7 876.3 7100
Anywhere_Real_Estate 427 7983 343 9748
Oshkosh 428 7952.5 409.4 15000
MasTec 429 7951.8 328.8 27000
GXO_Logistics 430 7940 153 97500
APA 431 7928 973 2253
Boise_Cascade 432 7926.1 712.5 6130
Dover 433 7907.1 1123.8 25000
Genworth_Financial 434 7882 904 2500
Bath_&_Body_Works 435 7881.5 1333.5 32850
Booz_Allen_Hamilton_Holding 436 7858.9 609 27700
Coinbase_Global 437 7839.4 3624.1 3730
Zimmer_Biomet_Holdings 438 7836.2 401.6 19500
Westinghouse_Air_Brake_Technologies 439 7822 558 25000
Zoetis 440 7776 2037 12100
Packaging_Corp._of_America 441 7730.3 841.1 15200
LPL_Financial_Holdings 442 7720.8 459.9 5919
T._Rowe_Price 443 7671.9 3082.9 7529
Fortune_Brands_Home_&_Security 444 7656.1 772.4 28056
Casey's_General_Stores 445 7654.2 312.9 27583
A-Mark_Precious_Metals 446 7613 159.6 347
Hess 447 7583 559 1545
Vertex_Pharmaceuticals 448 7574.4 2342.1 3900
KeyCorp 449 7561 2625 16974
Chipotle 450 7547.1 653 97660
CMS_Energy 451 7538 1353 8813
Arconic 452 7504 -397 13900
Taylor_Morrison_Home 453 7501.3 663 3000
American_Financial_Group 454 7462 1995 6600
UGI 455 7447 1467 11300
Science_Applications_International 456 7394 277 25090
Avantor 457 7386.1 572.6 13500
Hanesbrands 458 7347.8 77.2 58000
Clorox 459 7341 710 9000
KBR 460 7339 18 28000
TravelCenters_of_America 461 7336.8 58.5 16540
Hertz_Global_Holdings 462 7336 366 23000
Analog_Devices 463 7318.3 1390.4 24700
Securian_Financial_Group 464 7317.4 311.5 6941
Darden_Restaurants 465 7196.1 629.3 156883
NCR 466 7156 97 38000
Graphic_Packaging_Holding 466 7156 204 25000
Brighthouse_Financial 468 7142 -108 1500
PPL 469 7127 -1480 5607
Cintas 470 7116.3 1111 40000
Xerox_Holdings 471 7038 -455 23300
Rockwell_Automation 472 6997.4 1358.1 24500
Citizens_Financial_Group 473 6986 2319 17463
KLA 474 6918.7 2078.3 11425
Camping_World_Holdings 475 6913.8 278.5 12834
Ingredion 476 6894 117 12000
Veritiv 477 6850.5 144.6 6100
Beacon_Roofing_Supply 478 6820.4 243 6676
Diamondback_Energy 479 6797 2182 870
Victoria's_Secret 480 6784.6 646.4 24000
Academy_Sports_and_Outdoors 481 6773.1 671.4 16508
Sanmina 482 6756.6 269 33500
ON_Semiconductor 483 6739.8 1009.6 31650
Commercial_Metals 484 6729.8 412.9 11089
EnLink_Midstream 485 6685.9 22.4 1073
Southwestern_Energy 486 6667 -25 938
Equinix 487 6635.5 500.2 10944
Dillard&#8217;s 488 6624.3 862.5 25350
Regions_Financial 489 6605 2521 19626
Yum_Brands 490 6584 1575 25650
Landstar_System 491 6540.4 381.5 1399
CF_Industries_Holdings 492 6538.3 917.1 3003
Northern_Trust 493 6488.3 1545.3 21100
Robert_Half_International 494 6461.4 598.6 14600
Compass 495 6421 -494.1 4775
Hasbro 496 6420.4 428.7 6640
Roper_Technologies 497 6415.8 1152.6 19300
ARKO 498 6412.6 59.2 11236
Frontier_Communications 499 6411 124 15640
Ameren 500 6394 990 9116
O-I_Glass 501 6357 149 24000
Chemours 502 6345 608 6400
Crown_Castle_International 503 6340 1096 5000
Agilent_Technologies 504 6319 1210 17000
McCormick 505 6317.9 755.3 14000
Skechers_U.S.A. 506 6310.2 741.5 8950
Watsco 507 6280.2 418.9 6875
Live_Nation_Entertainment 508 6268.4 -650.9 16200
Lululemon_athletica 509 6256.6 975.3 29000
ABM_Industries 510 6228.6 126.3 124000
Post_Holdings 511 6226.7 166.7 10735
Moody's 512 6218 2214 13460
Select_Medical_Holdings 513 6204.5 402.2 43200
Alaska_Air_Group 514 6176 478 21691
Big_Lots 515 6150.6 177.8 23350
Amkor_Technology 516 6138.3 643 30400
Sinclair_Broadcast_Group 517 6134 -414 11500
RPM_International 518 6106.3 502.6 15490
M&T_Bank 519 6105.8 1858.7 17342
Sprouts_Farmers_Market 520 6099.9 244.2 31000
Huntington_Bancshares 521 6080 1295 18442
CACI_International 522 6044.1 457.4 22000
JetBlue_Airways 523 6037 -182 17459
SVB_Financial_Group 524 6027 1833 6567
Fastenal 525 6010.9 925 18370
GameStop 526 6010.7 -381.3 22500
Knight-Swift_Transportation_Holdings 527 5998 743.4 27650
Airbnb 528 5991.8 -352 6132
Patterson 529 5912.1 156 7800
PENN_Entertainment 530 5905 420.8 21973
ServiceNow 531 5896 230 16881
Nasdaq 532 5886 1187 5814
Brunswick 533 5846.2 593.3 18582
Resideo_Technologies 534 5846 242 13300
Chesapeake_Energy 535 5809 124  1300
Petco_Health_and_Wellness 536 5807.1 164.4 28495
Kemper 537 5793 -120.5 10300
Hilton_Worldwide_Holdings 538 5788 410 142000
Cerner 539 5764.8 555.6 25150
Levi_Strauss 540 5763.9 553.5 16600
Tapestry 541 5746.3 834.2 14250
NetApp 542 5744 730 11000
KB_Home 543 5724.9 564.7 2244
Continental_Resources 544 5719.3 1661 1254
Intuitive_Surgical 545 5710.1 1704.6 9793
Under_Armour 546 5683.5 360.1 12300
MDU_Resources_Group 547 5680.7 378.1 12826
Silgan_Holdings 548 5677.1 359.1 15720
Ryerson_Holding 549 5675.3 294.3 4000
Ingersoll_Rand 550 5655.2 562.5 16000
Hologic 551 5632.3 1871.5 6705
Electronic_Arts 552 5629 837 11000
Zebra_Technologies 553 5627 837 9800
Coty 554 5616.2 -201.3 11430
Schneider_National 555 5608.7 405.4 17050
Sonoco_Products 556 5590.4 -85.5 20500
Concentrix 557 5587 405.6 290000
Evergy 558 5586.7 879.7 4930
Cornerstone_Building_Brands 559 5583.1 665.9 21700
Coca-Cola_Consolidated 560 5562.7 189.6 15050
Greif 561 5556.1 390.7 16000
Vulcan_Materials 562 5552.2 670.8 11912
Ametek 563 5546.5 990.1 18500
Monster_Beverage 564 5541.4 1377.5 3775
Sealed_Air 565 5533.8 506.8 16500
NOV 566 5524 -250 27043
Las_Vegas_Sands 567 5505 -961 44600
Martin_Marietta_Materials 568 5493.2 702.5 10000
Marathon_Oil 569 5467 946 1531
Mattel 570 5457.7 903 36300
Microchip_Technology 571 5438.4 349.4 19500
Harley-Davidson 572 5336.3 650 5800
Telephone_&_Data_Systems 573 5329 156 8800
ADT 574 5307.1 -340.8 25000
First_Republic_Bank 575 5305 1478 6295
Warner_Music_Group 576 5301 304 5900
Pool 577 5295.6 650.6 5650
Old_Dominion_Freight_Line 578 5256.3 1034.4 23663
Fortive 579 5254.7 608.4 18000
MDC_Holdings 580 5254.7 573.7 2080
NGL_Energy_Partners 581 5243.2 -639.8 997
Edwards_Lifesciences 582 5232.5 1503.1 15700
Hanover_Insurance_Group 583 5227.8 418.7 4400
Syneos_Health 584 5213 234.8 27443
Xylem 585 5195 427 16700
Church_&_Dwight 586 5190.1 827.5 5100
American_Axle_&_Manufacturing 587 5156.6 5.9 18000
Meritage_Homes 588 5141.3 737.4 1773
Workday 589 5138.8 29.4 15200
Rush_Enterprises 590 5126.1 241.4 7141
Yellow 591 5121.8 -109.1 32000
Encompass_Health 592 5121.6 412.2 35681
Simon_Property_Group 593 5116.8 2249.6 2850
Globe_Life 594 5112.9 745 3222
Skyworks_Solutions 595 5109.1 1498.3 10945
Endeavor_Group_Holdings 596 5077.7 -296.6 7700
Twitter 597 5077.5 -221.4 7500
Leggett_&_Platt 598 5072.6 402.4 20300
Western_Union 599 5070.8 805.8 10500
PerkinElmer 600 5067.2 943.2 16700
SS&C_Technologies_Holdings 601 5051 800 24900
CUNA_Mutual_Group 602 5049.5 622.3 4100
FMC 603 5045.2 736.5 6400
Carlisle 604 5030 421.7 11250
American_Eagle_Outfitters 605 5010.8 419.6 24000
Core_&_Main 606 5004 166 4100
Vertiv_Holdings 607 4998.1 119.6 24000
Broadridge_Financial_Solutions 608 4993.7 547.5 13704
Ingles_Markets 609 4987.9 249.7 18460
TPG 610 4976.4 2180.9 1013
Insperity 611 4973.1 124.1 3600
Howmet_Aerospace 612 4972 258 19900
R.R._Donnelley_&_Sons 613 4963.7 3.7 32000
Keysight_Technologies 614 4941 894 14300
Tempur_Sealy_International 615 4930.8 624.5 12000
Scotts_Miracle-Gro 616 4925 512.5 8050
Equifax 617 4923.9 744.2 12700
Kelly_Services 618 4909.7 156.1 7400
NiSource 619 4899.6 584.9 7307
OneMain_Holdings 620 4895 1314 8800
DoorDash 621 4888 -468 8600
Avient 622 4818.8 230.8 8700
Sanderson_Farms 623 4799.7 455.1 17662
TransDigm_Group 624 4798 680 13300
Stifel_Financial 625 4783.1 824.9 8600
JELD-WEN_Holding 626 4771.7 168.8 24700
Ares_Management 627 4770.6 408.8 2100
Elanco_Animal_Health 628 4765 -472 9800
Prologis 629 4759.4 2939.7 2053
Welltower 630 4742.1 336.1 464
Darling_Ingredients 631 4741.4 650.9 9900
Juniper_Networks 632 4735.4 252.7 10191
Gartner 633 4734 793.6 16600
Par_Pacific_Holdings 634 4710.1 -81.3 1336
Hubbell 635 4703.5 399.5 18300
CME_Group 636 4689.7 2636.4 3480
Nexstar_Media_Group 637 4648.4 834.6 11817
Tutor_Perini 638 4641.8 91.9 7800
Antero_Resources 639 4619.4 -186.9 519
Teledyne_Technologies 640 4614.3 445.3 14500
Snap-on 641 4601.7 820.5 12800
Rent-A-Center 642 4583.5 134.9 14290
Covetrus 643 4575 -54 4873
Crestwood_Equity_Partners 644 4569 -78.5 645
Louisiana-Pacific 645 4553 1377 4800
Urban_Outfitters 646 4548.8 310.6 16330
Penn_Mutual_Life_Insurance 647 4545.6 522.9 3194
Amerco 648 4542 610.9 22052
TriNet_Group 649 4540 338 2800
Sentry_Insurance_Group 650 4526.2 739.9 4064
Illumina 651 4526 762 10775
Iron_Mountain 652 4491.5 450.2 25000
LCI_Industries 653 4472.7 287.7 13900
Marvell_Technology 654 4462.4 -421 6712
PennyMac_Financial_Services 655 4450.2 1003.5 7208
Digital_Realty_Trust 656 4427.9 1709.3 3030
TreeHouse_Foods 657 4405.5 -12.5 10000
Ralph_Lauren 658 4400.8 -121.1 16200
Mattress_Firm_Group 659 4392.9 -165.1 8900
American_National_Group 660 4391.8 699.3 4545
Autodesk 661 4386.4 497 12600
Domino's_Pizza 662 4357.4 510.5 10450
ASGN 663 4333.8 409.9 3900
